parcel_id,date,temperature_2m_max,precipitation_sum,et0_fao_evapotranspiration,ndvi,ndvi_lag_1,rain_lag_1,rain_sum_7d,temp_mean_7d,evap_sum_7d,target_ndvi_7d
Parsel_A,2025-03-20,0.8,1.3,1.69,0.3814336303901539,0.4055042659176129,1.9,4.4,18.15714285714286,26.37,0.6390662059985394
Parsel_A,2025-03-21,2.9,0.0,1.66,0.3573629948626949,0.3814336303901539,1.3,4.4,15.27142857142857,23.830000000000002,0.615726881708065
Parsel_A,2025-03-22,8.9,0.0,2.59,0.3332923593352359,0.3573629948626949,0.0,4.4,12.971428571428572,22.41,0.5923875574175905
Parsel_A,2025-03-23,14.8,0.0,3.44,0.30922172380777685,0.3332923593352359,0.0,4.4,11.157142857142857,20.39,0.5690482331271162
Parsel_A,2025-03-24,19.2,0.0,3.33,0.4974832891936325,0.30922172380777685,0.0,3.4,10.585714285714285,18.93,0.5457089088366418
Parsel_A,2025-03-25,23.2,0.0,3.54,0.6857448545794881,0.4974832891936325,0.0,3.1999999999999997,11.228571428571428,17.57,0.5223695845461674
Parsel_A,2025-03-26,24.6,0.1,4.61,0.6624055302890137,0.6857448545794881,0.0,1.4000000000000001,13.485714285714286,20.86,0.4990302602556931
Parsel_A,2025-03-27,25.2,0.0,4.71,0.6390662059985394,0.6624055302890137,0.1,0.1,16.97142857142857,23.88,0.4756909359652187
Parsel_A,2025-03-28,25.1,0.0,5.41,0.615726881708065,0.6390662059985394,0.0,0.1,20.142857142857142,27.63,0.45235161167474436
Parsel_A,2025-03-29,20.8,0.0,6.86,0.5923875574175905,0.615726881708065,0.0,0.1,21.842857142857145,31.9,0.42901228738426994
Parsel_A,2025-03-30,18.9,0.0,4.55,0.5690482331271162,0.5923875574175905,0.0,0.1,22.428571428571427,33.010000000000005,0.4056729630937956
Parsel_A,2025-03-31,18.0,0.4,3.77,0.5457089088366418,0.5690482331271162,0.0,0.5,22.257142857142856,33.45,0.3823336388033212
Parsel_A,2025-04-01,18.7,1.4,2.63,0.5223695845461674,0.5457089088366418,0.4,1.9,21.614285714285717,32.54,0.4349880388154897
Parsel_A,2025-04-02,17.3,0.3,3.81,0.4990302602556931,0.5223695845461674,1.4,2.0999999999999996,20.571428571428573,31.740000000000002,0.48764243882765823
Parsel_A,2025-04-03,16.4,0.3,2.95,0.4756909359652187,0.4990302602556931,0.3,2.4,19.314285714285717,29.98,0.5402968388398267
Parsel_A,2025-04-04,16.6,5.5,3.07,0.45235161167474436,0.4756909359652187,0.3,7.9,18.1,27.64,0.5929512388519952
Parsel_A,2025-04-05,17.6,0.1,3.99,0.42901228738426994,0.45235161167474436,5.5,8.0,17.642857142857142,24.770000000000003,0.6456056388641637
Parsel_A,2025-04-06,18.0,0.0,4.6,0.4056729630937956,0.42901228738426994,0.1,8.0,17.514285714285712,24.82,0.6477499789990783
Parsel_A,2025-04-07,20.2,0.0,5.06,0.3823336388033212,0.4056729630937956,0.0,7.6,17.82857142857143,26.11,0.649894319133993
Parsel_A,2025-04-08,20.4,0.3,4.02,0.4349880388154897,0.3823336388033212,0.0,6.500000000000001,18.071428571428573,27.499999999999996,0.6520386592689076
Parsel_A,2025-04-09,17.3,2.8,3.05,0.48764243882765823,0.4349880388154897,0.3,9.0,18.071428571428573,26.74,0.6541829994038223
Parsel_A,2025-04-10,7.3,6.7,1.67,0.5402968388398267,0.48764243882765823,2.8,15.4,16.771428571428572,25.46,0.6563273395387369
Parsel_A,2025-04-11,12.4,0.2,2.93,0.5929512388519952,0.5402968388398267,6.7,10.100000000000001,16.17142857142857,25.32,0.6261568483780507
Parsel_A,2025-04-12,9.8,0.0,3.13,0.6456056388641637,0.5929512388519952,0.2,10.0,15.057142857142859,24.459999999999997,0.5959863572173646
Parsel_A,2025-04-13,9.1,1.0,2.63,0.6477499789990783,0.6456056388641637,0.0,11.0,13.785714285714286,22.49,0.5658158660566786
Parsel_A,2025-04-14,8.6,0.0,3.07,0.649894319133993,0.6477499789990783,1.0,11.0,12.12857142857143,20.5,0.5356453748959924
Parsel_A,2025-04-15,13.8,0.0,3.09,0.6520386592689076,0.649894319133993,0.0,10.700000000000001,11.185714285714285,19.57,0.5054748837353062
Parsel_A,2025-04-16,18.0,0.0,4.33,0.6541829994038223,0.6520386592689076,0.0,7.900000000000001,11.285714285714286,20.85,0.5065468203875881
Parsel_A,2025-04-17,22.6,0.0,4.82,0.6563273395387369,0.6541829994038223,0.0,1.2000000000000017,13.471428571428572,24.0,0.5076187570398701
Parsel_A,2025-04-18,25.5,0.0,5.16,0.6261568483780507,0.6563273395387369,0.0,1.0000000000000018,15.342857142857143,26.229999999999997,0.508690693692152
Parsel_A,2025-04-19,26.4,0.0,7.16,0.5959863572173646,0.6261568483780507,0.0,1.0000000000000018,17.714285714285715,30.259999999999998,0.5097626303444339
Parsel_A,2025-04-20,22.9,0.0,5.15,0.5658158660566786,0.5959863572173646,0.0,0.0,19.685714285714287,32.78,0.5108345669967159
Parsel_A,2025-04-21,24.5,0.0,5.05,0.5356453748959924,0.5658158660566786,0.0,0.0,21.95714285714286,34.76,0.5119065036489978
Parsel_A,2025-04-22,27.4,0.0,6.05,0.5054748837353062,0.5356453748959924,0.0,0.0,23.9,37.72,0.5129784403012797
Parsel_A,2025-04-23,26.6,0.2,5.42,0.5065468203875881,0.5054748837353062,0.0,0.2000000000000018,25.12857142857143,38.81,0.5140503769535617
Parsel_A,2025-04-24,24.7,0.0,5.91,0.5076187570398701,0.5065468203875881,0.2,0.2000000000000018,25.428571428571427,39.900000000000006,0.5151223136058436
Parsel_A,2025-04-25,20.7,0.0,4.72,0.508690693692152,0.5076187570398701,0.0,0.2000000000000018,24.74285714285714,39.46,0.5161942502581255
Parsel_A,2025-04-26,19.4,2.0,4.24,0.5097626303444339,0.508690693692152,0.0,2.200000000000002,23.74285714285714,36.54,0.5172661869104075
Parsel_A,2025-04-27,21.4,0.1,4.66,0.5108345669967159,0.5097626303444339,2.0,2.300000000000002,23.52857142857143,36.05,0.5183381235626894
Parsel_A,2025-04-28,22.4,0.0,5.03,0.5119065036489978,0.5108345669967159,0.1,2.300000000000002,23.228571428571428,36.03,0.5194100602149713
Parsel_A,2025-04-29,14.3,38.3,3.23,0.5129784403012797,0.5119065036489978,0.0,40.6,21.357142857142858,33.21,0.5204819968672533
Parsel_A,2025-04-30,18.2,4.1,3.2,0.5140503769535617,0.5129784403012797,38.3,44.5,20.157142857142855,30.990000000000002,0.5215539335195352
Parsel_A,2025-05-01,19.6,0.1,5.04,0.5151223136058436,0.5140503769535617,4.1,44.6,19.428571428571427,30.12,0.5019972967821639
Parsel_A,2025-05-02,18.0,1.5,3.68,0.5161942502581255,0.5151223136058436,0.1,46.1,19.04285714285714,29.080000000000002,0.4824406600447926
Parsel_A,2025-05-03,17.1,1.9,3.14,0.5172661869104075,0.5161942502581255,1.5,46.0,18.714285714285715,27.98,0.4628840233074213
Parsel_A,2025-05-04,19.8,0.0,4.66,0.5183381235626894,0.5172661869104075,1.9,45.900000000000006,18.485714285714288,27.98,0.44332738657005
Parsel_A,2025-05-05,21.5,0.0,5.02,0.5194100602149713,0.5183381235626894,0.0,45.900000000000006,18.357142857142858,27.970000000000002,0.4237707498326787
Parsel_A,2025-05-06,24.1,0.0,5.22,0.5204819968672533,0.5194100602149713,0.0,7.600000000000007,19.75714285714286,29.96,0.40421411309530747
Parsel_A,2025-05-07,27.0,0.0,5.72,0.5215539335195352,0.5204819968672533,0.0,3.500000000000007,21.014285714285716,32.48,0.3846574763579362
Parsel_A,2025-05-08,22.6,2.1,3.45,0.5019972967821639,0.5215539335195352,0.0,5.500000000000007,21.442857142857143,30.89,0.3651008396205649
Parsel_A,2025-05-09,28.4,0.0,5.95,0.4824406600447926,0.5019972967821639,2.1,4.000000000000007,22.928571428571427,33.16,0.3455442028831936
Parsel_A,2025-05-10,30.2,0.3,6.06,0.4628840233074213,0.4824406600447926,0.0,2.400000000000007,24.8,36.08,0.3259875661458223
Parsel_A,2025-05-11,27.3,0.6,7.06,0.44332738657005,0.4628840233074213,0.3,3.000000000000007,25.87142857142857,38.48,0.3395423204472534
Parsel_A,2025-05-12,27.0,2.5,5.58,0.4237707498326787,0.44332738657005,0.6,5.500000000000007,26.657142857142855,39.03999999999999,0.3530970747486845
Parsel_A,2025-05-13,20.5,1.2,4.55,0.40421411309530747,0.4237707498326787,2.5,6.700000000000007,26.142857142857142,38.37,0.3666518290501156
Parsel_A,2025-05-14,20.9,0.2,4.89,0.3846574763579362,0.40421411309530747,1.2,6.9000000000000075,25.271428571428572,37.54,0.3802065833515467
Parsel_A,2025-05-15,20.1,0.0,4.42,0.3651008396205649,0.3846574763579362,0.2,4.800000000000008,24.914285714285715,38.510000000000005,0.3937613376529778
Parsel_A,2025-05-16,27.0,0.0,6.81,0.3455442028831936,0.3651008396205649,0.0,4.800000000000008,24.714285714285715,39.37,0.4283946331386996
Parsel_A,2025-05-17,29.5,0.0,9.54,0.3259875661458223,0.3455442028831936,0.0,4.500000000000007,24.614285714285717,42.849999999999994,0.4630279286244213
Parsel_A,2025-05-18,29.4,0.0,7.78,0.3395423204472534,0.3259875661458223,0.0,3.900000000000007,24.914285714285715,43.57,0.49766122411014313
Parsel_A,2025-05-19,23.9,0.0,6.0,0.3530970747486845,0.3395423204472534,0.0,1.400000000000007,24.47142857142857,43.989999999999995,0.5322945195958648
Parsel_A,2025-05-20,25.8,0.0,6.59,0.3666518290501156,0.3530970747486845,0.0,0.20000000000000712,25.228571428571428,46.029999999999994,0.5669278150815866
Parsel_A,2025-05-21,25.6,0.0,6.52,0.3802065833515467,0.3666518290501156,0.0,0.0,25.9,47.66,0.5515794542922932
Parsel_A,2025-05-22,28.1,0.0,6.28,0.3937613376529778,0.3802065833515467,0.0,0.0,27.042857142857144,49.519999999999996,0.5362310935029997
Parsel_A,2025-05-23,29.5,0.0,6.38,0.4283946331386996,0.3937613376529778,0.0,0.0,27.400000000000002,49.089999999999996,0.5208827327137063
Parsel_A,2025-05-24,29.5,0.0,6.51,0.4630279286244213,0.4283946331386996,0.0,0.0,27.400000000000002,46.06,0.5055343719244129
Parsel_A,2025-05-25,32.2,0.0,6.59,0.49766122411014313,0.4630279286244213,0.0,0.0,27.8,44.87,0.4901860111351194
Parsel_A,2025-05-26,32.6,0.0,7.9,0.5322945195958648,0.49766122411014313,0.0,0.0,29.04285714285714,46.769999999999996,0.4748376503458259
Parsel_A,2025-05-27,27.7,0.0,6.99,0.5669278150815866,0.5322945195958648,0.0,0.0,29.314285714285717,47.17,0.4594892895565325
Parsel_A,2025-05-28,23.8,0.0,6.02,0.5515794542922932,0.5669278150815866,0.0,0.0,29.057142857142857,46.67,0.44414092876723904
Parsel_A,2025-05-29,24.5,5.3,4.1,0.5362310935029997,0.5515794542922932,0.0,5.300000000000007,28.54285714285714,44.489999999999995,0.4287925679779456
Parsel_A,2025-05-30,22.7,0.3,4.35,0.5208827327137063,0.5362310935029997,5.3,5.600000000000007,27.571428571428573,42.46,0.41344420718865216
Parsel_A,2025-05-31,22.0,3.1,4.0,0.5055343719244129,0.5208827327137063,0.3,8.700000000000006,26.5,39.949999999999996,0.40362408012295137
Parsel_A,2025-06-01,21.8,1.3,4.25,0.4901860111351194,0.5055343719244129,3.1,10.000000000000007,25.014285714285712,37.61,0.3938039530572506
Parsel_A,2025-06-02,21.6,0.5,4.65,0.4748376503458259,0.4901860111351194,1.3,10.500000000000007,23.442857142857147,34.36,0.3839838259915498
Parsel_A,2025-06-03,22.4,0.0,5.15,0.4594892895565325,0.4748376503458259,0.5,10.500000000000007,22.685714285714283,32.52,0.374163698925849
Parsel_A,2025-06-04,24.2,0.0,6.19,0.44414092876723904,0.4594892895565325,0.0,10.500000000000007,22.742857142857144,32.69,0.3643435718601482
Parsel_A,2025-06-05,28.2,0.0,6.77,0.4287925679779456,0.44414092876723904,0.0,5.200000000000007,23.271428571428572,35.36,0.3574404486666707
Parsel_A,2025-06-06,30.8,0.0,7.09,0.41344420718865216,0.4287925679779456,0.0,4.9000000000000075,24.428571428571427,38.1,0.3505373254731931
Parsel_A,2025-06-07,31.2,0.0,7.47,0.40362408012295137,0.41344420718865216,0.0,1.8000000000000071,25.74285714285714,41.57,0.42288767940611777
Parsel_A,2025-06-08,30.5,0.0,6.89,0.3938039530572506,0.40362408012295137,0.0,0.5000000000000071,26.985714285714288,44.21,0.4952380333390425
Parsel_A,2025-06-09,32.8,0.0,7.24,0.3839838259915498,0.3938039530572506,0.0,0.0,28.58571428571429,46.800000000000004,0.5675883872719671
Parsel_A,2025-06-10,32.5,0.0,7.9,0.374163698925849,0.3839838259915498,0.0,0.0,30.02857142857143,49.55,0.5691231231709585
Parsel_A,2025-06-11,31.1,0.0,7.31,0.3643435718601482,0.374163698925849,0.0,0.0,31.014285714285712,50.67,0.5706578590699498
Parsel_A,2025-06-12,33.2,0.0,7.34,0.3574404486666707,0.3643435718601482,0.0,0.0,31.728571428571428,51.24,0.572192594968941
Parsel_A,2025-06-13,34.8,0.0,7.87,0.3505373254731931,0.3574404486666707,0.0,0.0,32.3,52.019999999999996,0.5737273308679324
Parsel_A,2025-06-14,29.1,0.5,6.67,0.42288767940611777,0.3505373254731931,0.0,0.5000000000000071,32.0,51.22,0.5752620667669237
Parsel_A,2025-06-15,26.8,0.0,7.09,0.4952380333390425,0.42288767940611777,0.5,0.5000000000000071,31.47142857142857,51.42,0.5356181245652389
Parsel_A,2025-06-16,25.6,0.0,7.2,0.5675883872719671,0.4952380333390425,0.0,0.5000000000000071,30.442857142857143,51.379999999999995,0.4959741823635543
Parsel_A,2025-06-17,25.5,0.0,7.73,0.5691231231709585,0.5675883872719671,0.0,0.5000000000000071,29.442857142857147,51.21,0.5018595605344887
Parsel_A,2025-06-18,27.5,0.0,7.86,0.5706578590699498,0.5691231231709585,0.0,0.5000000000000071,28.928571428571427,51.76,0.5077449387054229
Parsel_A,2025-06-19,30.0,0.0,7.39,0.572192594968941,0.5706578590699498,0.0,0.5000000000000071,28.47142857142857,51.81,0.5136303168763573
Parsel_A,2025-06-20,32.0,0.0,7.33,0.5737273308679324,0.572192594968941,0.0,0.5000000000000071,28.071428571428573,51.269999999999996,0.49594673593221417
Parsel_A,2025-06-21,32.0,0.0,7.46,0.5752620667669237,0.5737273308679324,0.0,0.0,28.485714285714288,52.06,0.4782631549880711
Parsel_A,2025-06-22,28.3,0.0,7.22,0.5356181245652389,0.5752620667669237,0.0,0.0,28.699999999999996,52.19,0.46057957404392796
Parsel_A,2025-06-23,27.5,0.0,8.28,0.4959741823635543,0.5356181245652389,0.0,0.0,28.97142857142857,53.27,0.4428959930997849
Parsel_A,2025-06-24,29.8,0.0,7.92,0.5018595605344887,0.4959741823635543,0.0,0.0,29.585714285714285,53.46,0.42521241215564176
Parsel_A,2025-06-25,33.0,0.0,8.37,0.5077449387054229,0.5018595605344887,0.0,0.0,30.37142857142857,53.97,0.46185349260878455
Parsel_A,2025-06-26,33.7,0.0,8.73,0.5136303168763573,0.5077449387054229,0.0,0.0,30.900000000000002,55.31,0.49849457306192735
Parsel_A,2025-06-27,33.5,0.0,9.03,0.49594673593221417,0.5136303168763573,0.0,0.0,31.114285714285717,57.01,0.4734397160935581
Parsel_A,2025-06-28,32.2,0.0,8.35,0.4782631549880711,0.49594673593221417,0.0,0.0,31.142857142857142,57.9,0.44838485912518894
Parsel_A,2025-06-29,28.6,0.0,8.17,0.46057957404392796,0.4782631549880711,0.0,0.0,31.185714285714283,58.85,0.4233300021568197
Parsel_A,2025-06-30,25.0,0.0,7.11,0.4428959930997849,0.46057957404392796,0.0,0.0,30.82857142857143,57.68,0.41585479208643644
Parsel_A,2025-07-01,29.6,0.0,8.0,0.42521241215564176,0.4428959930997849,0.0,0.0,30.800000000000004,57.76,0.4083795820160532
Parsel_A,2025-07-02,28.9,0.0,7.57,0.46185349260878455,0.42521241215564176,0.0,0.0,30.214285714285715,56.96,0.40090437194566986
Parsel_A,2025-07-03,25.2,0.0,8.22,0.49849457306192735,0.46185349260878455,0.0,0.0,29.000000000000004,56.45,0.3934291618752866
Parsel_A,2025-07-04,25.8,0.0,7.49,0.4734397160935581,0.49849457306192735,0.0,0.0,27.9,54.910000000000004,0.38595395180490333
Parsel_A,2025-07-05,27.4,0.0,7.5,0.44838485912518894,0.4734397160935581,0.0,0.0,27.214285714285715,54.06,0.4028842955362673
Parsel_A,2025-07-06,30.8,0.0,8.09,0.4233300021568197,0.44838485912518894,0.0,0.0,27.528571428571432,53.98,0.4198146392676313
Parsel_A,2025-07-07,32.5,0.0,7.97,0.41585479208643644,0.4233300021568197,0.0,0.0,28.599999999999998,54.839999999999996,0.3888171591039641
Parsel_A,2025-07-08,34.4,0.0,7.58,0.4083795820160532,0.41585479208643644,0.0,0.0,29.28571428571428,54.42,0.35781967894029687
Parsel_A,2025-07-09,35.5,0.0,7.49,0.40090437194566986,0.4083795820160532,0.0,0.0,30.228571428571428,54.339999999999996,0.32682219877662966
Parsel_A,2025-07-10,37.0,0.0,7.35,0.3934291618752866,0.40090437194566986,0.0,0.0,31.91428571428571,53.47,0.39355376842352224
Parsel_A,2025-07-11,37.6,0.0,8.58,0.38595395180490333,0.3934291618752866,0.0,0.0,33.6,54.56,0.46028533807041483
Parsel_A,2025-07-12,37.7,0.0,7.77,0.4028842955362673,0.38595395180490333,0.0,0.0,35.07142857142857,54.83,0.5270169077173075
Parsel_A,2025-07-13,38.3,0.0,8.29,0.4198146392676313,0.4028842955362673,0.0,0.0,36.142857142857146,55.03,0.5937484773642001
Parsel_A,2025-07-14,38.5,0.0,9.54,0.3888171591039641,0.4198146392676313,0.0,0.0,37.0,56.6,0.6604800470110926
Parsel_A,2025-07-15,37.8,0.0,8.25,0.35781967894029687,0.3888171591039641,0.0,0.0,37.48571428571428,57.269999999999996,0.5453347245481301
Parsel_A,2025-07-16,33.9,0.0,7.4,0.32682219877662966,0.35781967894029687,0.0,0.0,37.25714285714286,57.18,0.4301894020851676
Parsel_A,2025-07-17,33.8,0.0,6.42,0.39355376842352224,0.32682219877662966,0.0,0.0,36.800000000000004,56.25,0.4896611112651813
Parsel_A,2025-07-18,36.2,0.0,7.17,0.46028533807041483,0.39355376842352224,0.0,0.0,36.6,54.84,0.5491328204451951
Parsel_A,2025-07-19,34.3,0.0,7.32,0.5270169077173075,0.46028533807041483,0.0,0.0,36.114285714285714,54.39,0.6086045296252087
Parsel_A,2025-07-20,33.3,0.0,8.16,0.5937484773642001,0.5270169077173075,0.0,0.0,35.4,54.26,0.5737175744536837
Parsel_A,2025-07-21,34.1,0.0,7.83,0.6604800470110926,0.5937484773642001,0.0,0.0,34.77142857142857,52.55,0.5388306192821587
Parsel_A,2025-07-22,34.7,0.0,7.49,0.5453347245481301,0.6604800470110926,0.0,0.0,34.32857142857143,51.79,0.5039436641106336
Parsel_A,2025-07-23,36.1,0.0,7.8,0.4301894020851676,0.5453347245481301,0.0,0.0,34.642857142857146,52.190000000000005,0.46905670893910856
Parsel_A,2025-07-24,35.7,0.0,8.87,0.4896611112651813,0.4301894020851676,0.0,0.0,34.91428571428572,54.64,0.43416975376758354
Parsel_A,2025-07-25,33.5,0.0,9.5,0.5491328204451951,0.4896611112651813,0.0,0.0,34.528571428571425,56.97,0.44517395714442526
Parsel_A,2025-07-26,33.0,0.0,7.98,0.6086045296252087,0.5491328204451951,0.0,0.0,34.34285714285714,57.629999999999995,0.456178160521267
Parsel_A,2025-07-27,36.8,0.0,7.04,0.5737175744536837,0.6086045296252087,0.0,0.0,34.84285714285714,56.510000000000005,0.46718236389810874
Parsel_A,2025-07-28,39.5,0.0,7.36,0.5388306192821587,0.5737175744536837,0.0,0.0,35.614285714285714,56.040000000000006,0.47818656727495046
Parsel_A,2025-07-29,39.0,0.0,7.83,0.5039436641106336,0.5388306192821587,0.0,0.0,36.228571428571435,56.38,0.4891907706517922
Parsel_A,2025-07-30,38.8,0.0,7.5,0.46905670893910856,0.5039436641106336,0.0,0.0,36.614285714285714,56.08,0.49900602354640217
Parsel_A,2025-07-31,37.2,0.0,7.09,0.43416975376758354,0.46905670893910856,0.0,0.0,36.82857142857143,54.3,0.5088212764410122
Parsel_A,2025-08-01,36.4,0.0,7.12,0.44517395714442526,0.43416975376758354,0.0,0.0,37.24285714285714,51.92,0.5186365293356221
Parsel_A,2025-08-02,34.2,0.0,6.52,0.456178160521267,0.44517395714442526,0.0,0.0,37.41428571428571,50.459999999999994,0.528451782230232
Parsel_A,2025-08-03,33.8,0.0,6.33,0.46718236389810874,0.456178160521267,0.0,0.0,36.98571428571428,49.75,0.538267035124842
Parsel_A,2025-08-04,34.4,0.0,7.03,0.47818656727495046,0.46718236389810874,0.0,0.0,36.25714285714285,49.42,0.548082288019452
Parsel_A,2025-08-05,36.3,0.0,7.47,0.4891907706517922,0.47818656727495046,0.0,0.0,35.871428571428574,49.06,0.557897540914062
Parsel_A,2025-08-06,37.5,0.0,7.28,0.49900602354640217,0.4891907706517922,0.0,0.0,35.68571428571429,48.84,0.5782198450027599
Parsel_A,2025-08-07,36.3,0.0,7.42,0.5088212764410122,0.49900602354640217,0.0,0.0,35.55714285714286,49.169999999999995,0.5985421490914578
Parsel_A,2025-08-08,34.0,0.0,8.35,0.5186365293356221,0.5088212764410122,0.0,0.0,35.214285714285715,50.4,0.6188644531801557
Parsel_A,2025-08-09,34.2,0.0,8.01,0.528451782230232,0.5186365293356221,0.0,0.0,35.214285714285715,51.89,0.5671035978243208
Parsel_A,2025-08-10,34.3,0.0,7.72,0.538267035124842,0.528451782230232,0.0,0.0,35.285714285714285,53.279999999999994,0.515342742468486
Parsel_A,2025-08-11,34.0,0.0,7.51,0.548082288019452,0.538267035124842,0.0,0.0,35.22857142857143,53.760000000000005,0.4635818871126511
Parsel_A,2025-08-12,33.3,0.0,7.49,0.557897540914062,0.548082288019452,0.0,0.0,34.8,53.779999999999994,0.4118210317568162
Parsel_A,2025-08-13,34.0,0.0,7.03,0.5782198450027599,0.557897540914062,0.0,0.0,34.3,53.53,0.36006017640098137
Parsel_A,2025-08-14,36.3,0.0,6.39,0.5985421490914578,0.5782198450027599,0.0,0.0,34.3,52.5,0.45846793350594706
